NFL Week 1 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
DAL 17 @ MIN 15,12/1/16,-2.5,-3,MIN,2.5,3,MIN
MIA 6 @ BAL 38,12/4/16,3.5,3.5,BAL,-3.5,-3.5,BAL
SF 6 @ CHI 26,12/4/16,2.5,0,CHI,-2.5,0,CHI
HOU 13 @ GB 21,12/4/16,6,7,GB,-6,-7,GB
KC 29 @ ATL 28,12/4/16,3.5,5,KC,-3.5,-5,KC
LA 10 @ NE 26,12/4/16,13.5,13,NE,-13.5,-13,NE
DET 28 @ NO 13,12/4/16,4,6.5,DET,-4,-6.5,DET
PHI 14 @ CIN 32,12/4/16,-1,1,CIN,1,-1,CIN
DEN 20 @ JAC 10,12/4/16,-4.5,-3.5,DEN,4.5,3.5,DEN
BUF 24 @ OAK 38,12/4/16,3.5,3,OAK,-3.5,-3,OAK
TB 28 @ SD 21,12/4/16,4,3.5,TB,-4,-3.5,TB
WAS 23 @ ARI 31,12/4/16,2.5,2.5,ARI,-2.5,-2.5,ARI
NYG 14 @ PIT 24,12/4/16,5.5,7,PIT,-5.5,-7,PIT
CAR 7 @ SEA 40,12/4/16,6.5,8.5,SEA,-6.5,-8.5,SEA
IND 41 @ NYJ 10,12/5/16,-1.5,1,IND,1.5,-1,IND
Showing 1 to 15 of 15 entries,,,,,,,
NFL Week 13 Point Spreads 2015 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
GB 27 @ DET 23,12/3/15,-5.5,-2.5,DET,5.5,2.5,GB
SEA 38 @ MIN 7,12/6/15,-1,-2.5,SEA,1,2.5,SEA
CIN 37 @ CLE 3,12/6/15,-10,-7.5,CIN,10,7.5,CIN
BAL 13 @ MIA 15,12/6/15,4.5,3.5,BAL,-4.5,-3.5,BAL
HOU 21 @ BUF 30,12/6/15,3.5,3,BUF,-3.5,-3,BUF
SF 26 @ CHI 20,12/6/15,7,6,SF,-7,-6,SF
JAC 39 @ TEN 42,12/6/15,2.5,3,TEN,-2.5,-3,PUSH
ATL 19 @ TB 23,12/6/15,2.5,1,TB,-2.5,-1,TB
ARI 27 @ STL 3,12/6/15,-5.5,-3.5,ARI,5.5,3.5,ARI
NYJ 23 @ NYG 20,12/6/15,-1,-2,NYJ,1,2,NYJ
CAR 41 @ NO 38,12/6/15,-6.5,-5.5,NO,6.5,5.5,NO
DEN 17 @ SD 3,12/6/15,-4,-6,DEN,4,6,DEN
KC 34 @ OAK 20,12/6/15,-3,-3,KC,3,3,KC
PHI 35 @ NE 28,12/6/15,10,9.5,PHI,-10,-9.5,PHI
IND 10 @ PIT 45,12/6/15,7,10,PIT,-7,-10,PIT
DAL 19 @ WAS 16,12/7/15,4,2,DAL,-4,-2,DAL
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 13 Point Spreads 2014 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CHI 17 @ DET 34,11/27/14,6,7.5,DET,-6,-7.5,DET
PHI 33 @ DAL 10,11/27/14,3,3,PHI,-3,-3,PHI
SEA 19 @ SF 3,11/27/14,0,1,SEA,0,-1,SEA
WAS 27 @ IND 49,11/30/14,10,7.5,IND,-10,-7.5,IND
TEN 21 @ HOU 45,11/30/14,6.5,7,HOU,-6.5,-7,HOU
CLE 10 @ BUF 26,11/30/14,5.5,3,BUF,-5.5,-3,BUF
SD 34 @ BAL 33,11/30/14,5.5,6.5,SD,-5.5,-6.5,SD
NYG 24 @ JAC 25,11/30/14,-2.5,-3,JAC,2.5,3,JAC
CIN 14 @ TB 13,11/30/14,-3,-6,TB,3,6,TB
OAK 0 @ STL 52,11/30/14,7,6.5,STL,-7,-6.5,STL
NO 35 @ PIT 32,11/30/14,4,3.5,NO,-4,-3.5,NO
CAR 13 @ MIN 31,11/30/14,2.5,2.5,MIN,-2.5,-2.5,MIN
ARI 18 @ ATL 29,11/30/14,1,-1.5,ATL,-1,1.5,ATL
NE 21 @ GB 26,11/30/14,-3.5,3,GB,3.5,-3,GB
DEN 29 @ KC 16,11/30/14,-2.5,1,DEN,2.5,-1,DEN
MIA 16 @ NYJ 13,12/1/14,-6,-6.5,NYJ,6,6.5,NYJ
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 13 Point Spreads 2013 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
GB 10 @ DET 40,11/28/13,6,7,DET,-6,-7,DET
OAK 24 @ DAL 31,11/28/13,9.5,10,OAK,-9.5,-10,OAK
PIT 20 @ BAL 22,11/28/13,1,3,BAL,-1,-3,PIT
DEN 35 @ KC 28,12/1/13,-3.5,-5,DEN,3.5,5,DEN
TEN 14 @ IND 22,12/1/13,4,3.5,IND,-4,-3.5,IND
JAC 32 @ CLE 28,12/1/13,7,7.5,JAC,-7,-7.5,JAC
TB 6 @ CAR 27,12/1/13,9.5,7.5,CAR,-9.5,-7.5,CAR
CHI 20 @ MIN 23,12/1/13,1,2.5,MIN,-1,-2.5,MIN
ARI 21 @ PHI 24,12/1/13,3,3.5,PUSH,-3,-3.5,ARI
MIA 23 @ NYJ 3,12/1/13,1,-1,MIA,-1,1,MIA
ATL 34 @ BUF 31,12/1/13,3.5,5,ATL,-3.5,-5,ATL
STL 13 @ SF 23,12/1/13,9.5,7.5,SF,-9.5,-7.5,SF
NE 34 @ HOU 31,12/1/13,-9.5,-7,HOU,9.5,7,HOU
CIN 17 @ SD 10,12/1/13,-1,-2.5,CIN,1,2.5,CIN
NYG 24 @ WAS 17,12/1/13,-1,1,NYG,1,-1,NYG
NO 7 @ SEA 34,12/2/13,4.5,6.5,SEA,-4.5,-6.5,SEA
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 13 Point Spreads 2012 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
NO 13 @ ATL 23,11/29/12,3.5,3.5,ATL,-3.5,-3.5,ATL
JAC 18 @ BUF 34,12/2/12,6,6,BUF,-6,-6,BUF
HOU 24 @ TEN 10,12/2/12,-5.5,-7,HOU,5.5,7,HOU
SF 13 @ STL 16,12/2/12,-9,-7,STL,9,7,STL
ARI 6 @ NYJ 7,12/2/12,3,6,ARI,-3,-6,ARI
NE 23 @ MIA 16,12/2/12,-9,-7,MIA,9,7,PUSH
CAR 21 @ KC 27,12/2/12,-3,-5,KC,3,5,KC
SEA 23 @ CHI 17,12/2/12,4.5,3,SEA,-4.5,-3,SEA
IND 35 @ DET 33,12/2/12,3.5,7,IND,-3.5,-7,IND
MIN 14 @ GB 23,12/2/12,9.5,7,MIN,-9.5,-7,GB
TB 23 @ DEN 31,12/2/12,7,9.5,DEN,-7,-9.5,TB
PIT 23 @ BAL 20,12/2/12,9.5,7,PIT,-9.5,-7,PIT
CIN 20 @ SD 13,12/2/12,1,1,CIN,-1,-1,CIN
CLE 20 @ OAK 17,12/2/12,1.5,-2.5,CLE,-1.5,2.5,CLE
PHI 33 @ DAL 38,12/2/12,9.5,10.5,PHI,-9.5,-10.5,PHI
NYG 16 @ WAS 17,12/3/12,-1,-2.5,WAS,1,2.5,WAS
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 13 Point Spreads 2011 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
PHI 14 @ SEA 31,12/1/11,-3,-3,SEA,3,3,SEA
TEN 23 @ BUF 17,12/4/11,1.5,1,TEN,-1.5,-1,TEN
KC 10 @ CHI 3,12/4/11,9,9,KC,-9,-9,KC
BAL 24 @ CLE 10,12/4/11,-6.5,-7,BAL,6.5,7,BAL
OAK 14 @ MIA 34,12/4/11,1,3.5,MIA,-1,-3.5,MIA
DET 17 @ NO 31,12/4/11,9,9,NO,-9,-9,NO
CIN 7 @ PIT 35,12/4/11,7,7,PIT,-7,-7,PIT
CAR 38 @ TB 19,12/4/11,3.5,-1,CAR,-3.5,1,CAR
NYJ 34 @ WAS 19,12/4/11,-3,-3,NYJ,3,3,NYJ
ATL 10 @ HOU 17,12/4/11,-1,-1,HOU,1,1,HOU
DEN 35 @ MIN 32,12/4/11,1,1,DEN,-1,-1,DEN
STL 0 @ SF 26,12/4/11,13.5,14,SF,-13.5,-14,SF
GB 38 @ NYG 35,12/4/11,-7,-7,NYG,7,7,NYG
DAL 13 @ ARI 19,12/4/11,-6,-4,ARI,6,4,ARI
IND 24 @ NE 31,12/4/11,21,20.5,IND,-21,-20.5,IND
SD 38 @ JAC 14,12/5/11,-1.5,-3,SD,1.5,3,SD
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 13 Point Spreads 2010 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
HOU 24 @ PHI 34,12/2/10,8,8,PHI,-8,-8,PHI
BUF 14 @ MIN 38,12/5/10,7.5,6,MIN,-7.5,-6,MIN
CLE 13 @ MIA 10,12/5/10,4.5,6,CLE,-4.5,-6,CLE
JAC 17 @ TEN 6,12/5/10,3.5,3,JAC,-3.5,-3,JAC
DEN 6 @ KC 10,12/5/10,8,8,DEN,-8,-8,DEN
WAS 7 @ NYG 31,12/5/10,8.5,8,NYG,-8.5,-8,NYG
CHI 24 @ DET 20,12/5/10,-4.5,-5,DET,4.5,5,DET
SF 16 @ GB 34,12/5/10,11,9,GB,-11,-9,GB
NO 34 @ CIN 30,12/5/10,-8,-7,CIN,8,7,CIN
OAK 28 @ SD 13,12/5/10,13.5,13,OAK,-13.5,-13,OAK
ATL 28 @ TB 24,12/5/10,-3,-3,ATL,3,3,ATL
CAR 14 @ SEA 31,12/5/10,7,5,SEA,-7,-5,SEA
DAL 38 @ IND 35,12/5/10,5,6,DAL,-5,-6,DAL
STL 19 @ ARI 6,12/5/10,-3,-3,STL,3,3,STL
PIT 13 @ BAL 10,12/5/10,3,3,PIT,-3,-3,PIT
NYJ 3 @ NE 45,12/6/10,3.5,4,NE,-3.5,-4,NE
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 13 Point Spreads 2009 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
NYJ 19 @ BUF 13,12/3/09,-3,-4,NYJ,3,4,NYJ
DEN 44 @ KC 13,12/6/09,-4,-6,DEN,4,6,DEN
OAK 27 @ PIT 24,12/6/09,15.5,15,OAK,-15.5,-15,OAK
HOU 18 @ JAC 23,12/6/09,0,-1,JAC,0,1,JAC
TEN 17 @ IND 27,12/6/09,8,6,IND,-8,-6,IND
PHI 34 @ ATL 7,12/6/09,-6,-4,PHI,6,4,PHI
DET 13 @ CIN 23,12/6/09,14,14,DET,-14,-14,DET
NO 33 @ WAS 30,12/6/09,-10,-8,WAS,10,8,WAS
TB 6 @ CAR 16,12/6/09,7.5,3,CAR,-7.5,-3,CAR
STL 9 @ CHI 17,12/6/09,9.5,9,STL,-9.5,-9,STL
NE 21 @ MIA 22,12/6/09,-5,-5,MIA,5,5,MIA
SD 30 @ CLE 23,12/6/09,-13.5,-14,CLE,13.5,14,CLE
SF 17 @ SEA 20,12/6/09,0,1,SEA,0,-1,SEA
DAL 24 @ NYG 31,12/6/09,0,-1,NYG,0,1,NYG
MIN 17 @ ARI 30,12/6/09,-4,-3,ARI,4,3,ARI
BAL 14 @ GB 27,12/7/09,3.5,4,GB,-3.5,-4,GB
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 13 Point Spreads 2008 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
TEN 47 @ DET 10,11/27/08,-12,-11,TEN,12,11,TEN
SEA 9 @ DAL 34,11/27/08,14,12,DAL,-14,-12,DAL
ARI 20 @ PHI 48,11/27/08,3,3,PHI,-3,-3,PHI
SF 10 @ BUF 3,11/30/08,7.5,7,SF,-7.5,-7,SF
NO 20 @ TB 23,11/30/08,3.5,4,NO,-3.5,-4,NO
CAR 35 @ GB 31,11/30/08,3,3,CAR,-3,-3,CAR
NYG 23 @ WAS 7,11/30/08,-3,-4,NYG,3,4,NYG
MIA 16 @ STL 12,11/30/08,-10,-7,STL,10,7,STL
BAL 34 @ CIN 3,11/30/08,-7,-7,BAL,7,7,BAL
IND 10 @ CLE 6,11/30/08,-4.5,-4,CLE,4.5,4,PUSH
ATL 22 @ SD 16,11/30/08,5.5,7,ATL,-5.5,-7,ATL
DEN 34 @ NYJ 17,11/30/08,9,8,DEN,-9,-8,DEN
PIT 33 @ NE 10,11/30/08,0,3,PIT,0,-3,PIT
KC 20 @ OAK 13,11/30/08,3,3,KC,-3,-3,KC
CHI 14 @ MIN 34,11/30/08,3.5,5,MIN,-3.5,-5,MIN
JAC 17 @ HOU 30,12/1/08,3.5,3,HOU,-3.5,-3,HOU
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 13 Point Spreads 2007 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
GB 27 @ DAL 37,11/29/07,7,7,DAL,-7,-7,DAL
ATL 16 @ STL 28,12/2/07,3,3,STL,-3,-3,STL
BUF 17 @ WAS 16,12/2/07,5.5,7,BUF,-5.5,-7,BUF
DET 10 @ MIN 42,12/2/07,3.5,6,MIN,-3.5,-6,MIN
HOU 20 @ TEN 28,12/2/07,4,3,TEN,-4,-3,TEN
JAC 25 @ IND 28,12/2/07,8,7,JAC,-8,-7,JAC
SD 24 @ KC 10,12/2/07,-4,-6,SD,4,6,SD
SEA 28 @ PHI 24,12/2/07,3,3,SEA,-3,-3,SEA
SF 14 @ CAR 31,12/2/07,2.5,3,CAR,-2.5,-3,CAR
NYJ 40 @ MIA 13,12/2/07,0,2,NYJ,0,-2,NYJ
CLE 21 @ ARI 27,12/2/07,1,0,ARI,-1,0,ARI
DEN 20 @ OAK 34,12/2/07,-3,-4,OAK,3,4,OAK
TB 27 @ NO 23,12/2/07,3,6,TB,-3,-6,TB
NYG 21 @ CHI 16,12/2/07,-1,0,NYG,1,0,NYG
CIN 10 @ PIT 24,12/2/07,7,7,PIT,-7,-7,PIT
NE 27 @ BAL 24,12/3/07,-20,-20,BAL,20,20,BAL
,,,,,,,
NFL Week 14 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
OAK 13 @ KC 21,12/8/16,3,3.5,KC,-3,-3.5,KC
PIT 27 @ BUF 20,12/11/16,-1.5,-1,PIT,1.5,1,PIT
HOU 22 @ IND 17,12/11/16,6,6.5,HOU,-6,-6.5,HOU
WAS 27 @ PHI 22,12/11/16,-1,-1.5,WAS,1,1.5,WAS
DEN 10 @ TEN 13,12/11/16,1.5,2,TEN,-1.5,-2,TEN
NO 11 @ TB 16,12/11/16,2.5,2,TB,-2.5,-2,TB
SD 16 @ CAR 28,12/11/16,1,1,CAR,-1,-1,CAR
CIN 23 @ CLE 10,12/11/16,-4,-4,CIN,4,4,CIN
CHI 17 @ DET 20,12/11/16,9.5,7.5,CHI,-9.5,-7.5,CHI
MIN 25 @ JAC 16,12/11/16,-3,-3,MIN,3,3,MIN
ARI 23 @ MIA 26,12/11/16,2.5,-2,MIA,-2.5,2,MIA
NYJ 23 @ SF 17,12/11/16,1,3,NYJ,-1,-3,NYJ
SEA 10 @ GB 38,12/11/16,-2.5,-3,GB,2.5,3,GB
ATL 42 @ LA 14,12/11/16,-4.5,-4.5,ATL,4.5,4.5,ATL
DAL 7 @ NYG 10,12/11/16,-3,-3.5,NYG,3,3.5,NYG
BAL 23 @ NE 30,12/12/16,7.5,6,BAL,-7.5,-6,NE
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 14 Point Spreads 2015 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
MIN 20 @ ARI 23,12/10/15,7.5,10,MIN,-7.5,-10,MIN
ATL 0 @ CAR 30,12/13/15,7.5,8.5,CAR,-7.5,-8.5,CAR
BUF 20 @ PHI 23,12/13/15,2,1,PHI,-2,-1,PHI
NE 27 @ HOU 6,12/13/15,-3.5,-4,NE,3.5,4,NE
PIT 33 @ CIN 20,12/13/15,3,1,PIT,-3,-1,PIT
WAS 24 @ CHI 21,12/13/15,3.5,4,WAS,-3.5,-4,WAS
SF 10 @ CLE 24,12/13/15,1.5,2.5,CLE,-1.5,-2.5,CLE
IND 16 @ JAC 51,12/13/15,-1.5,1,JAC,1.5,-1,JAC
SD 3 @ KC 10,12/13/15,10.5,11.5,SD,-10.5,-11.5,SD
TEN 8 @ NYJ 30,12/13/15,7.5,8,NYJ,-7.5,-8,NYJ
DET 14 @ STL 21,12/13/15,1,-3,STL,-1,3,STL
NO 24 @ TB 17,12/13/15,3.5,6,NO,-3.5,-6,NO
OAK 15 @ DEN 12,12/13/15,7.5,6,OAK,-7.5,-6,OAK
DAL 7 @ GB 28,12/13/15,7.5,6,GB,-7.5,-6,GB
SEA 35 @ BAL 6,12/13/15,-10.5,-10.5,SEA,10.5,10.5,SEA
NYG 31 @ MIA 24,12/14/15,0,-2.5,NYG,0,2.5,NYG
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 14 Point Spreads 2014 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
DAL 41 @ CHI 28,12/4/14,-3.5,-3.5,DAL,3.5,3.5,DAL
PIT 42 @ CIN 21,12/7/14,3.5,3,PIT,-3.5,-3,PIT
STL 24 @ WAS 0,12/7/14,-1.5,-2.5,STL,1.5,2.5,STL
NYG 36 @ TEN 7,12/7/14,0,-3,NYG,0,3,NYG
CAR 41 @ NO 10,12/7/14,10,8.5,CAR,-10,-8.5,CAR
NYJ 24 @ MIN 30,12/7/14,6,4.5,PUSH,-6,-4.5,MIN
BAL 28 @ MIA 13,12/7/14,3,3,BAL,-3,-3,BAL
IND 25 @ CLE 24,12/7/14,-3.5,-3,CLE,3.5,3,CLE
TB 17 @ DET 34,12/7/14,10,10.5,DET,-10,-10.5,DET
HOU 27 @ JAC 13,12/7/14,-4,-6.5,HOU,4,6.5,HOU
BUF 17 @ DEN 24,12/7/14,10,9,BUF,-10,-9,BUF
KC 14 @ ARI 17,12/7/14,0,-2.5,ARI,0,2.5,ARI
SEA 24 @ PHI 14,12/7/14,0,-1.5,SEA,0,1.5,SEA
SF 13 @ OAK 24,12/7/14,-7,-8,OAK,7,8,OAK
NE 23 @ SD 14,12/7/14,-3,-4,NE,3,4,NE
ATL 37 @ GB 43,12/8/14,11.5,13.5,ATL,-11.5,-13.5,ATL
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 14 Point Spreads 2013 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
HOU 20 @ JAC 27,12/5/13,-2,-3,JAC,2,3,JAC
MIN 26 @ BAL 29,12/8/13,7.5,6,MIN,-7.5,-6,MIN
KC 45 @ WAS 10,12/8/13,-3,-3.5,KC,3,3.5,KC
BUF 6 @ TB 27,12/8/13,2.5,3,TB,-2.5,-3,TB
MIA 34 @ PIT 28,12/8/13,3,3,MIA,-3,-3,MIA
DET 20 @ PHI 34,12/8/13,3,2.5,PHI,-3,-2.5,PHI
OAK 27 @ NYJ 37,12/8/13,2.5,3,NYJ,-2.5,-3,NYJ
IND 28 @ CIN 42,12/8/13,5.5,7,CIN,-5.5,-7,CIN
CLE 26 @ NE 27,12/8/13,11,9.5,CLE,-11,-9.5,CLE
CAR 13 @ NO 31,12/8/13,4,3,NO,-4,-3,NO
TEN 28 @ DEN 51,12/8/13,13,13,DEN,-13,-13,DEN
STL 10 @ ARI 30,12/8/13,6.5,4,ARI,-6.5,-4,ARI
SEA 17 @ SF 19,12/8/13,3,2.5,SEA,-3,-2.5,SEA
NYG 14 @ SD 37,12/8/13,3,4.5,SD,-3,-4.5,SD
ATL 21 @ GB 22,12/8/13,3.5,3.5,ATL,-3.5,-3.5,ATL
DAL 28 @ CHI 45,12/9/13,-1.5,2,CHI,1.5,-2,CHI
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 14 Point Spreads 2012 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
DEN 26 @ OAK 13,12/6/12,-10.5,-10,DEN,10.5,10,DEN
STL 15 @ BUF 12,12/9/12,3,3.5,STL,-3,-3.5,STL
BAL 28 @ WAS 31,12/9/12,0,1,WAS,0,-1,WAS
PHI 23 @ TB 21,12/9/12,9,8,PHI,-9,-8,PHI
SD 34 @ PIT 24,12/9/12,7.5,7,SD,-7.5,-7,SD
CHI 14 @ MIN 21,12/9/12,-1,-1,MIN,1,1,MIN
ATL 20 @ CAR 30,12/9/12,-4,-3,CAR,4,3,CAR
DAL 20 @ CIN 19,12/9/12,1,3.5,DAL,-1,-3.5,DAL
KC 7 @ CLE 30,12/9/12,5,7,CLE,-5,-7,CLE
TEN 23 @ IND 27,12/9/12,5,3.5,TEN,-5,-3.5,IND
NYJ 17 @ JAC 10,12/9/12,-1,-3,NYJ,1,3,NYJ
MIA 13 @ SF 27,12/9/12,10,10.5,SF,-10,-10.5,SF
ARI 0 @ SEA 58,12/9/12,10.5,10.5,SEA,-10.5,-10.5,SEA
NO 27 @ NYG 52,12/9/12,6,4,NYG,-6,-4,NYG
DET 20 @ GB 27,12/9/12,7.5,6,DET,-7.5,-6,GB
HOU 14 @ NE 42,12/10/12,4,5.5,NE,-4,-5.5,NE
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 14 Point Spreads 2011 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CLE 3 @ PIT 14,12/8/11,14,14,CLE,-14,-14,CLE
TB 14 @ JAC 41,12/11/11,-2,-3,JAC,2,3,JAC
NE 34 @ WAS 27,12/11/11,-9,-7.5,WAS,9,7.5,WAS
HOU 20 @ CIN 19,12/11/11,1,2.5,HOU,-1,-2.5,HOU
KC 10 @ NYJ 37,12/11/11,9,10.5,NYJ,-9,-10.5,NYJ
MIN 28 @ DET 34,12/11/11,10,10,MIN,-10,-10,MIN
NO 22 @ TEN 17,12/11/11,-4,-3.5,NO,4,3.5,NO
PHI 26 @ MIA 10,12/11/11,3,3,PHI,-3,-3,PHI
IND 10 @ BAL 24,12/11/11,15,16.5,IND,-15,-16.5,IND
ATL 31 @ CAR 23,12/11/11,-3,-3,ATL,3,3,ATL
CHI 10 @ DEN 13,12/11/11,3,3.5,PUSH,-3,-3.5,CHI
SF 19 @ ARI 21,12/11/11,-4,-3.5,ARI,4,3.5,ARI
OAK 16 @ GB 46,12/11/11,12,11.5,GB,-12,-11.5,GB
BUF 10 @ SD 37,12/11/11,6.5,7,SD,-6.5,-7,SD
NYG 37 @ DAL 34,12/11/11,4,4.5,NYG,-4,-4.5,NYG
STL 13 @ SEA 30,12/12/11,9.5,9,SEA,-9.5,-9,SEA
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 14 Point Spreads 2010 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
IND 30 @ TEN 28,12/9/10,-1,-3,IND,1,3,TEN
OAK 31 @ JAC 38,12/12/10,4.5,3,JAC,-4.5,-3,JAC
CIN 7 @ PIT 23,12/12/10,9.5,8,PIT,-9.5,-8,PIT
CLE 6 @ BUF 13,12/12/10,0,1,BUF,0,-1,BUF
GB 3 @ DET 7,12/12/10,-7.5,-7,DET,7.5,7,DET
ATL 31 @ CAR 10,12/12/10,-8,-7,ATL,8,7,ATL
TB 17 @ WAS 16,12/12/10,-2.5,-1,WAS,2.5,1,PUSH
STL 13 @ NO 31,12/12/10,10,9,NO,-10,-9,NO
SEA 21 @ SF 40,12/12/10,9,5,SF,-9,-5,SF
NE 36 @ CHI 7,12/12/10,-3,-3,NE,3,3,NE
MIA 10 @ NYJ 6,12/12/10,6,5,MIA,-6,-5,MIA
DEN 13 @ ARI 43,12/12/10,-5,-4,ARI,5,4,ARI
KC 0 @ SD 31,12/12/10,9,10,SD,-9,-10,SD
PHI 30 @ DAL 27,12/12/10,-3,-4,PUSH,3,4,DAL
NYG 21 @ MIN 3,12/13/10,-4.5,-5,NYG,4.5,5,NYG
BAL 34 @ HOU 28,12/13/10,-2.5,-3,BAL,2.5,3,BAL
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 14 Point Spreads 2009 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
PIT 6 @ CLE 13,12/10/09,-10,-10,CLE,10,10,CLE
DEN 16 @ IND 28,12/13/09,8.5,7,IND,-8.5,-7,IND
CIN 10 @ MIN 30,12/13/09,7.5,6,MIN,-7.5,-6,MIN
NYJ 26 @ TB 3,12/13/09,-3,-4,NYJ,3,4,NYJ
BUF 16 @ KC 10,12/13/09,0,-3,BUF,0,3,BUF
GB 21 @ CHI 14,12/13/09,-3,-4,GB,3,4,GB
NO 26 @ ATL 23,12/13/09,-11,-10,ATL,11,10,ATL
DET 3 @ BAL 48,12/13/09,14,14,BAL,-14,-14,BAL
MIA 14 @ JAC 10,12/13/09,1,2,MIA,-1,-2,MIA
CAR 10 @ NE 20,12/13/09,14,13,CAR,-14,-13,CAR
SEA 7 @ HOU 34,12/13/09,6,7,HOU,-6,-7,HOU
STL 7 @ TEN 47,12/13/09,14,14,TEN,-14,-14,TEN
WAS 34 @ OAK 13,12/13/09,0,-2,WAS,0,2,WAS
SD 20 @ DAL 17,12/13/09,2.5,3,SD,-2.5,-3,SD
PHI 45 @ NYG 38,12/13/09,0,-1,PHI,0,1,PHI
ARI 9 @ SF 24,12/14/09,-3,-4,SF,3,4,SF
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 14 Point Spreads 2008 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
OAK 7 @ SD 34,12/4/08,11,9,SD,-11,-9,SD
CIN 3 @ IND 35,12/7/08,15,14,IND,-15,-14,IND
JAC 10 @ CHI 23,12/7/08,8,7,CHI,-8,-7,CHI
HOU 24 @ GB 21,12/7/08,6,7,HOU,-6,-7,HOU
CLE 9 @ TEN 28,12/7/08,15,14,TEN,-15,-14,TEN
MIN 20 @ DET 16,12/7/08,-11,-11,DET,11,11,DET
PHI 20 @ NYG 14,12/7/08,9,6,PHI,-9,-6,PHI
ATL 25 @ NO 29,12/7/08,3.5,3,NO,-3.5,-3,NO
NYJ 14 @ SF 24,12/7/08,-4,-6,SF,4,6,SF
MIA 16 @ BUF 3,12/7/08,0,2,MIA,0,-2,MIA
KC 17 @ DEN 24,12/7/08,10,9,KC,-10,-9,KC
NE 24 @ SEA 21,12/7/08,-5,-8,SEA,5,8,SEA
