NFL Week 1 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
NYJ 10 @ NO 24,10/4/09,7,8,NO,-7,-8,NO
BUF 10 @ MIA 38,10/4/09,0,2,MIA,0,-2,MIA
STL 0 @ SF 35,10/4/09,11,9,SF,-11,-9,SF
DAL 10 @ DEN 17,10/4/09,-3,-3,DEN,3,3,DEN
SD 28 @ PIT 38,10/4/09,5,6,PIT,-5,-6,PIT
GB 23 @ MIN 30,10/5/09,3,5,MIN,-3,-5,MIN
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 4 Point Spreads 2008 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
DEN 19 @ KC 33,9/28/08,-11,-8,KC,11,8,KC
CLE 20 @ CIN 12,9/28/08,3.5,1,CLE,-3.5,-1,CLE
HOU 27 @ JAC 30,9/28/08,9,7,HOU,-9,-7,HOU
ARI 35 @ NYJ 56,9/28/08,1,2,NYJ,-1,-2,NYJ
SF 17 @ NO 31,9/28/08,7,4,NO,-7,-4,NO
ATL 9 @ CAR 24,9/28/08,9,7,CAR,-9,-7,CAR
MIN 17 @ TEN 30,9/28/08,3,3,TEN,-3,-3,TEN
GB 21 @ TB 30,9/28/08,2.5,2,TB,-2.5,-2,TB
BUF 31 @ STL 14,9/28/08,-11,-9,BUF,11,9,BUF
SD 28 @ OAK 18,9/28/08,-7.5,-8,SD,7.5,8,SD
WAS 26 @ DAL 24,9/28/08,14,10,WAS,-14,-10,WAS
PHI 20 @ CHI 24,9/28/08,-2.5,-3,CHI,2.5,3,CHI
BAL 20 @ PIT 23,9/29/08,7.5,6,BAL,-7.5,-6,BAL
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 4 Point Spreads 2007 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
OAK 35 @ MIA 17,9/30/07,3.5,4,OAK,-3.5,-4,OAK
HOU 16 @ ATL 26,9/30/07,-2.5,-3,ATL,2.5,3,ATL
BAL 13 @ CLE 27,9/30/07,-4.5,-4,CLE,4.5,4,CLE
CHI 27 @ DET 37,9/30/07,-2.5,-3,DET,2.5,3,DET
GB 23 @ MIN 16,9/30/07,0,0,GB,0,0,GB
STL 7 @ DAL 35,9/30/07,11,13,DAL,-11,-13,DAL
NYJ 14 @ BUF 17,9/30/07,-3,-3,BUF,3,3,BUF
TB 20 @ CAR 7,9/30/07,2.5,3,TB,-2.5,-3,TB
SEA 23 @ SF 3,9/30/07,0,-2,SEA,0,2,SEA
PIT 14 @ ARI 21,9/30/07,-4.5,-6,ARI,4.5,6,ARI
KC 30 @ SD 16,9/30/07,14,13,KC,-14,-13,KC
DEN 20 @ IND 38,9/30/07,11,10,IND,-11,-10,IND
PHI 3 @ NYG 16,9/30/07,-2.5,-2,NYG,2.5,2,NYG
NE 34 @ CIN 13,10/1/07,-7,-8,NE,7,8,NE
,,,,,,,
NFL Week 5 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
ARI 33 @ SF 21,10/6/16,-2.5,-3.5,ARI,2.5,3.5,ARI
WAS 16 @ BAL 10,10/9/16,3.5,4,WAS,-3.5,-4,WAS
TEN 30 @ MIA 17,10/9/16,3.5,2.5,TEN,-3.5,-2.5,TEN
HOU 13 @ MIN 31,10/9/16,6.5,6,MIN,-6.5,-6,MIN
CHI 23 @ IND 29,10/9/16,4,4,IND,-4,-4,IND
NYJ 13 @ PIT 31,10/9/16,7.5,10,PIT,-7.5,-10,PIT
PHI 23 @ DET 24,10/9/16,-2,-3.5,DET,2,3.5,DET
NE 33 @ CLE 13,10/9/16,-10.5,-10,NE,10.5,10,NE
ATL 23 @ DEN 16,10/9/16,6,3.5,ATL,-6,-3.5,ATL
SD 31 @ OAK 34,10/9/16,4,3.5,SD,-4,-3.5,SD
BUF 30 @ LA 19,10/9/16,2,-2.5,BUF,-2,2.5,BUF
CIN 14 @ DAL 28,10/9/16,0,-2.5,DAL,0,2.5,DAL
NYG 16 @ GB 23,10/9/16,7.5,7,NYG,-7.5,-7,PUSH
TB 17 @ CAR 14,10/10/16,4.5,6,TB,-4.5,-6,TB
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 5 Point Spreads 2015 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
IND 27 @ HOU 20,10/8/15,0,4.5,IND,0,-4.5,IND
CLE 33 @ BAL 30,10/11/15,6.5,6,CLE,-6.5,-6,CLE
STL 10 @ GB 24,10/11/15,10,8.5,GB,-10,-8.5,GB
BUF 14 @ TEN 13,10/11/15,-3,1,TEN,3,-1,BUF
NO 17 @ PHI 39,10/11/15,5,6.5,PHI,-5,-6.5,PHI
WAS 19 @ ATL 25,10/11/15,8,7.5,WAS,-8,-7.5,WAS
SEA 24 @ CIN 27,10/11/15,2.5,3,CIN,-2.5,-3,PUSH
CHI 18 @ KC 17,10/11/15,10,10,CHI,-10,-10,CHI
JAC 31 @ TB 38,10/11/15,-3,1,TB,3,-1,TB
ARI 42 @ DET 17,10/11/15,-2.5,-4.5,ARI,2.5,4.5,ARI
NE 30 @ DAL 6,10/11/15,-7.5,-8,NE,7.5,8,NE
DEN 16 @ OAK 10,10/11/15,-5.5,-5,DEN,5.5,5,DEN
SF 27 @ NYG 30,10/11/15,7,7.5,SF,-7,-7.5,SF
PIT 24 @ SD 20,10/12/15,3,3.5,PIT,-3,-3.5,PIT
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 5 Point Spreads 2014 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
MIN 10 @ GB 42,10/2/14,10,8.5,GB,-10,-8.5,GB
CHI 24 @ CAR 31,10/5/14,2.5,1.5,CAR,-2.5,-1.5,CAR
CLE 29 @ TEN 28,10/5/14,1.5,-1,CLE,-1.5,1,PUSH
STL 28 @ PHI 34,10/5/14,7,3.5,STL,-7,-3.5,PHI
ATL 20 @ NYG 30,10/5/14,3.5,4,NYG,-3.5,-4,NYG
TB 31 @ NO 37,10/5/14,11,11,TB,-11,-11,TB
HOU 17 @ DAL 20,10/5/14,4,5,HOU,-4,-5,HOU
BUF 17 @ DET 14,10/5/14,7,4.5,BUF,-7,-4.5,BUF
BAL 13 @ IND 20,10/5/14,3,2.5,IND,-3,-2.5,IND
PIT 17 @ JAC 9,10/5/14,-6,-6,PIT,6,6,PIT
ARI 20 @ DEN 41,10/5/14,7.5,8,DEN,-7.5,-8,DEN
KC 17 @ SF 22,10/5/14,5,4,PUSH,-5,-4,SF
NYJ 0 @ SD 31,10/5/14,7,7,SD,-7,-7,SD
CIN 17 @ NE 43,10/5/14,0,-2.5,NE,0,2.5,NE
SEA 27 @ WAS 17,10/6/14,-7,-7,SEA,7,7,SEA
Showing 1 to 15 of 15 entries,,,,,,,
NFL Week 5 Point Spreads 2013 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
BUF 24 @ CLE 37,10/3/13,3.5,3.5,CLE,-3.5,-3.5,CLE
BAL 26 @ MIA 23,10/6/13,3,2.5,BAL,-3,-2.5,BAL
JAC 20 @ STL 34,10/6/13,13,11,STL,-13,-11,STL
KC 26 @ TEN 17,10/6/13,-3,-2.5,KC,3,2.5,KC
PHI 36 @ NYG 21,10/6/13,3,-1,PHI,-3,1,PHI
SEA 28 @ IND 34,10/6/13,-3,-3,IND,3,3,IND
NO 26 @ CHI 18,10/6/13,0,1,NO,0,-1,NO
NE 6 @ CIN 13,10/6/13,-3,-2,CIN,3,2,CIN
DET 9 @ GB 22,10/6/13,7,10,GB,-7,-10,GB
CAR 6 @ ARI 22,10/6/13,-1,-3,ARI,1,3,ARI
DEN 51 @ DAL 48,10/6/13,-6,-7.5,DAL,6,7.5,DAL
SD 17 @ OAK 27,10/6/13,-5,-6,OAK,5,6,OAK
HOU 3 @ SF 34,10/6/13,6.5,4,SF,-6.5,-4,SF
NYJ 30 @ ATL 28,10/7/13,9.5,10,NYJ,-9.5,-10,NYJ
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 5 Point Spreads 2012 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
ARI 3 @ STL 17,10/4/12,-1,-1,STL,1,1,STL
GB 27 @ IND 30,10/7/12,-7.5,-6.5,IND,7.5,6.5,IND
BAL 9 @ KC 6,10/7/12,-4.5,-6,KC,4.5,6,KC
CLE 27 @ NYG 41,10/7/12,11,7.5,NYG,-11,-7.5,NYG
MIA 17 @ CIN 13,10/7/12,5,3,MIA,-5,-3,MIA
PHI 14 @ PIT 16,10/7/12,3.5,4,PHI,-3.5,-4,PHI
ATL 24 @ WAS 17,10/7/12,-3,-3,ATL,3,3,ATL
SEA 16 @ CAR 12,10/7/12,3,1,SEA,-3,-1,SEA
CHI 41 @ JAC 3,10/7/12,-4,-6,CHI,4,6,CHI
TEN 7 @ MIN 30,10/7/12,5.5,6,MIN,-5.5,-6,MIN
DEN 21 @ NE 31,10/7/12,7.5,6,NE,-7.5,-6,NE
BUF 3 @ SF 45,10/7/12,10,10,SF,-10,-10,SF
SD 24 @ NO 31,10/7/12,3,3.5,NO,-3,-3.5,NO
HOU 23 @ NYJ 17,10/8/12,-9,-9.5,NYJ,9,9.5,NYJ
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 5 Point Spreads 2011 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
KC 28 @ IND 24,10/9/11,1,1,KC,-1,-1,KC
ARI 10 @ MIN 34,10/9/11,3,3.5,MIN,-3,-3.5,MIN
PHI 24 @ BUF 31,10/9/11,-3,-2.5,BUF,3,2.5,BUF
OAK 25 @ HOU 20,10/9/11,7,4.5,OAK,-7,-4.5,OAK
NO 30 @ CAR 27,10/9/11,-7,-6.5,CAR,7,6.5,CAR
CIN 30 @ JAC 20,10/9/11,1.5,-1,CIN,-1.5,1,CIN
TEN 17 @ PIT 38,10/9/11,3.5,3,PIT,-3.5,-3,PIT
SEA 36 @ NYG 25,10/9/11,10,9.5,SEA,-10,-9.5,SEA
TB 3 @ SF 48,10/9/11,1.5,2.5,SF,-1.5,-2.5,SF
NYJ 21 @ NE 30,10/9/11,9.5,7.5,NYJ,-9.5,-7.5,NE
SD 29 @ DEN 24,10/9/11,-6,-3.5,DEN,6,3.5,SD
GB 25 @ ATL 14,10/9/11,-4.5,-5.5,GB,4.5,5.5,GB
CHI 13 @ DET 24,10/10/11,6,6.5,DET,-6,-6.5,DET
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 5 Point Spreads 2010 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
DEN 17 @ BAL 31,10/10/10,8,8,BAL,-8,-8,BAL
JAC 36 @ BUF 26,10/10/10,0,3,JAC,0,-3,JAC
KC 9 @ IND 19,10/10/10,9,7,IND,-9,-7,IND
STL 6 @ DET 44,10/10/10,3,3,DET,-3,-3,DET
ATL 20 @ CLE 10,10/10/10,-3,-3,ATL,3,3,ATL
TB 24 @ CIN 21,10/10/10,7,7,TB,-7,-7,TB
CHI 23 @ CAR 6,10/10/10,-2.5,3,CHI,2.5,-3,CHI
GB 13 @ WAS 16,10/10/10,-1.5,-3,WAS,1.5,3,WAS
NYG 34 @ HOU 10,10/10/10,2.5,3,NYG,-2.5,-3,NYG
NO 20 @ ARI 30,10/10/10,-7,-7,ARI,7,7,ARI
SD 27 @ OAK 35,10/10/10,-5.5,-7,OAK,5.5,7,OAK
TEN 34 @ DAL 27,10/10/10,7,7,TEN,-7,-7,TEN
PHI 27 @ SF 24,10/10/10,3,3,PHI,-3,-3,PHI
MIN 20 @ NYJ 29,10/11/10,3.5,4,NYJ,-3.5,-4,NYJ
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 5 Point Spreads 2009 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
MIN 38 @ STL 10,10/11/09,-11,-10,MIN,11,10,MIN
DAL 26 @ KC 20,10/11/09,-9,-7,KC,9,7,KC
WAS 17 @ CAR 20,10/11/09,4,5,WAS,-4,-5,WAS
TB 14 @ PHI 33,10/11/09,15.5,16,PHI,-15.5,-16,PHI
OAK 7 @ NYG 44,10/11/09,16.5,15,NYG,-16.5,-15,NYG
CLE 6 @ BUF 3,10/11/09,6,6,CLE,-6,-6,CLE
CIN 17 @ BAL 14,10/11/09,9,9,CIN,-9,-9,CIN
PIT 28 @ DET 20,10/11/09,-13,-11,DET,13,11,DET
ATL 45 @ SF 10,10/11/09,1,0,ATL,-1,0,ATL
NE 17 @ DEN 20,10/11/09,-3,-3,DEN,3,3,DEN
HOU 21 @ ARI 28,10/11/09,5.5,6,ARI,-5.5,-6,ARI
JAC 0 @ SEA 41,10/11/09,1,2,SEA,-1,-2,SEA
IND 31 @ TEN 9,10/11/09,-2.5,-3,IND,2.5,3,IND
NYJ 27 @ MIA 31,10/12/09,0,-3,MIA,0,3,MIA
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 5 Point Spreads 2008 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
IND 31 @ HOU 27,10/5/08,-3,-5,IND,3,5,HOU
TEN 13 @ BAL 10,10/5/08,-3,-1,PUSH,3,1,TEN
SD 10 @ MIA 17,10/5/08,-7.5,-6,MIA,7.5,6,MIA
KC 0 @ CAR 34,10/5/08,10,10,CAR,-10,-10,CAR
WAS 23 @ PHI 17,10/5/08,7,7,WAS,-7,-7,WAS
CHI 34 @ DET 7,10/5/08,-3,-3,CHI,3,3,CHI
ATL 27 @ GB 24,10/5/08,3.5,6,ATL,-3.5,-6,ATL
SEA 6 @ NYG 44,10/5/08,9,6,NYG,-9,-6,NYG
TB 13 @ DEN 16,10/5/08,3,4,PUSH,-3,-4,TB
NE 30 @ SF 21,10/5/08,-3,-3,NE,3,3,NE
BUF 17 @ ARI 41,10/5/08,1,2,ARI,-1,-2,ARI
CIN 22 @ DAL 31,10/5/08,18,16,CIN,-18,-16,CIN
PIT 26 @ JAC 21,10/5/08,4,6,PIT,-4,-6,PIT
MIN 30 @ NO 27,10/6/08,3,3,MIN,-3,-3,MIN
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 5 Point Spreads 2007 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CAR 16 @ NO 13,10/7/07,2.5,4,CAR,-2.5,-4,CAR
JAC 17 @ KC 7,10/7/07,-2,-2,JAC,2,2,JAC
DET 3 @ WAS 34,10/7/07,3.5,4,WAS,-3.5,-4,WAS
ATL 13 @ TEN 20,10/7/07,9,8,ATL,-9,-8,ATL
SEA 0 @ PIT 21,10/7/07,6,5,PIT,-6,-5,PIT
CLE 17 @ NE 34,10/7/07,17,16,PUSH,-17,-16,NE
ARI 34 @ STL 31,10/7/07,-3,-4,PUSH,3,4,STL
NYJ 24 @ NYG 35,10/7/07,3,4,NYG,-3,-4,NYG
MIA 19 @ HOU 22,10/7/07,5.5,5,MIA,-5.5,-5,MIA
TB 14 @ IND 33,10/7/07,12,9,IND,-12,-9,IND
SD 41 @ DEN 3,10/7/07,2,-2,SD,-2,2,SD
BAL 9 @ SF 7,10/7/07,-3,-4,SF,3,4,SF
CHI 27 @ GB 20,10/7/07,3,3,CHI,-3,-3,CHI
DAL 25 @ BUF 24,10/8/07,-11.5,-11,BUF,11.5,11,BUF
,,,,,,,
NFL Week 6 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
DEN 13 @ SD 21,10/13/16,-3,-155,SD,2.5,3,SD
LA 28 @ DET 31,10/16/16,2.5,166,PUSH,-3,-2.5,DET
SF 16 @ BUF 45,10/16/16,7.5,361,BUF,-7.5,-7.5,BUF
JAC 17 @ CHI 16,10/16/16,2.5,138,JAC,-2,-2.5,JAC
CLE 26 @ TEN 28,10/16/16,7.5,325,CLE,-7,-7.5,CLE
PHI 20 @ WAS 27,10/16/16,-3,-116,WAS,0,3,WAS
BAL 23 @ NYG 27,10/16/16,3.5,150,NYG,-3,-3.5,NYG
CAR 38 @ NO 41,10/16/16,-2.5,-136,NO,3,2.5,NO
PIT 15 @ MIA 30,10/16/16,-7.5,-314,MIA,7.5,7.5,MIA
CIN 17 @ NE 35,10/16/16,7.5,400,NE,-8,-7.5,NE
KC 26 @ OAK 10,10/16/16,-1,-106,KC,-2,1,KC
ATL 24 @ SEA 26,10/16/16,7,250,ATL,-6,-7,ATL
DAL 30 @ GB 16,10/16/16,5,202,DAL,-4,-5,DAL
IND 23 @ HOU 26,10/16/16,3,160,IND,-3.5,-3,PUSH
NYJ 3 @ ARI 28,10/17/16,7.5,340,ARI,-7.5,-7.5,ARI
Showing 1 to 15 of 15 entries,,,,,,,
NFL Week 6 Point Spreads 2015 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
ATL 21 @ NO 31,10/15/15,-3,-3,NO,3,3,NO
DEN 26 @ CLE 23,10/18/15,-4.5,-3.5,CLE,4.5,3.5,CLE
CHI 34 @ DET 37,10/18/15,3.5,3.5,CHI,-3.5,-3.5,CHI
HOU 31 @ JAC 20,10/18/15,1,2.5,HOU,-1,-2.5,HOU
CIN 34 @ BUF 21,10/18/15,1,-3,CIN,-1,3,CIN
WAS 20 @ NYJ 34,10/18/15,5.5,7.5,NYJ,-5.5,-7.5,NYJ
KC 10 @ MIN 16,10/18/15,3.5,3.5,MIN,-3.5,-3.5,MIN
ARI 13 @ PIT 25,10/18/15,-3,-5.5,PIT,3,5.5,PIT
MIA 38 @ TEN 10,10/18/15,2.5,2.5,MIA,-2.5,-2.5,MIA
CAR 27 @ SEA 23,10/18/15,5.5,7,CAR,-5.5,-7,CAR
BAL 20 @ SF 25,10/18/15,-3,-2.5,SF,3,2.5,SF
SD 20 @ GB 27,10/18/15,9.5,10.5,SD,-9.5,-10.5,SD
NE 34 @ IND 27,10/18/15,-7,-8,PUSH,7,8,IND
NYG 7 @ PHI 27,10/19/15,3.5,3.5,PHI,-3.5,-3.5,PHI
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 6 Point Spreads 2014 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
IND 33 @ HOU 28,10/9/14,-2.5,-2.5,IND,2.5,2.5,IND
CHI 27 @ ATL 13,10/12/14,3,3.5,CHI,-3,-3.5,CHI
JAC 14 @ TEN 16,10/12/14,5,4,JAC,-5,-4,JAC
BAL 48 @ TB 17,10/12/14,-3,-3.5,BAL,3,3.5,BAL
DEN 31 @ NYJ 17,10/12/14,-7.5,-10,DEN,7.5,10,DEN
DET 17 @ MIN 3,10/12/14,-1,1,DET,1,-1,DET
NE 37 @ BUF 22,10/12/14,-3.5,1,NE,3.5,-1,NE
CAR 37 @ CIN 37,10/12/14,6,7,CAR,-6,-7,CAR
PIT 10 @ CLE 31,10/12/14,1,2.5,CLE,-1,-2.5,CLE
GB 27 @ MIA 24,10/12/14,-3.5,-1.5,MIA,3.5,1.5,GB
SD 31 @ OAK 28,10/12/14,-7.5,-7,OAK,7.5,7,OAK
DAL 30 @ SEA 23,10/12/14,8,10,DAL,-8,-10,DAL
WAS 20 @ ARI 30,10/12/14,3.5,5,ARI,-3.5,-5,ARI
NYG 0 @ PHI 27,10/12/14,3,1,PHI,-3,-1,PHI
SF 31 @ STL 17,10/13/14,-3.5,-3.5,SF,3.5,3.5,SF
Showing 1 to 15 of 15 entries,,,,,,,
NFL Week 6 Point Spreads 2013 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
NYG 21 @ CHI 27,10/10/13,9.5,9.5,NYG,-9.5,-9.5,NYG
GB 19 @ BAL 17,10/13/13,-3,-1,BAL,3,1,GB
PHI 31 @ TB 20,10/13/13,0,-2.5,PHI,0,2.5,PHI
PIT 19 @ NYJ 6,10/13/13,-1,-1,PIT,1,1,PIT
CAR 35 @ MIN 10,10/13/13,1,2.5,CAR,-1,-2.5,CAR
OAK 7 @ KC 24,10/13/13,10,7.5,KC,-10,-7.5,KC
STL 38 @ HOU 13,10/13/13,6.5,9.5,STL,-6.5,-9.5,STL
CIN 27 @ BUF 24,10/13/13,-9.5,-6,BUF,9.5,6,BUF
DET 31 @ CLE 17,10/13/13,-3,-1,DET,3,1,DET
TEN 13 @ SEA 20,10/13/13,13.5,11,TEN,-13.5,-11,TEN
JAC 19 @ DEN 35,10/13/13,27.5,27,JAC,-27.5,-27,JAC
NO 27 @ NE 30,10/13/13,1,2.5,NE,-1,-2.5,NE
ARI 20 @ SF 32,10/13/13,11,10,SF,-11,-10,SF
WAS 16 @ DAL 31,10/13/13,5.5,5.5,DAL,-5.5,-5.5,DAL
IND 9 @ SD 19,10/14/13,0,-1,SD,0,1,SD
Showing 1 to 15 of 15 entries,,,,,,,
NFL Week 6 Point Spreads 2012 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
PIT 23 @ TEN 26,10/11/12,-6.5,-5.5,TEN,6.5,5.5,TEN
DAL 29 @ BAL 31,10/14/12,4,3,DAL,-4,-3,DAL
CIN 24 @ CLE 34,10/14/12,-1,-1,CLE,1,1,CLE
STL 14 @ MIA 17,10/14/12,3.5,5.5,STL,-3.5,-5.5,STL
IND 9 @ NYJ 35,10/14/12,3.5,3.5,NYJ,-3.5,-3.5,NYJ
OAK 20 @ ATL 23,10/14/12,9.5,10,OAK,-9.5,-10,OAK
DET 26 @ PHI 23,10/14/12,5.5,3.5,DET,-5.5,-3.5,DET
KC 10 @ TB 38,10/14/12,3.5,5,TB,-3.5,-5,TB
BUF 19 @ ARI 16,10/14/12,4.5,5,BUF,-4.5,-5,BUF
NE 23 @ SEA 24,10/14/12,-4,-3.5,SEA,4,3.5,SEA
NYG 26 @ SF 3,10/14/12,7,7,NYG,-7,-7,NYG
MIN 26 @ WAS 38,10/14/12,2.5,-1.5,WAS,-2.5,1.5,WAS
GB 42 @ HOU 24,10/14/12,4.5,4,GB,-4.5,-4,GB
DEN 35 @ SD 24,10/15/12,2.5,1,DEN,-2.5,-1,DEN
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 6 Point Spreads 2011 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
STL 3 @ GB 24,10/16/11,10.5,14,GB,-10.5,-14,GB
JAC 13 @ PIT 17,10/16/11,9.5,12.5,JAC,-9.5,-12.5,JAC
PHI 20 @ WAS 13,10/16/11,3,-3,PHI,-3,3,PHI
SF 25 @ DET 19,10/16/11,6,4.5,SF,-6,-4.5,SF
CAR 17 @ ATL 31,10/16/11,5.5,3.5,ATL,-5.5,-3.5,ATL
IND 17 @ CIN 27,10/16/11,6,5,CIN,-6,-5,CIN
BUF 24 @ NYG 27,10/16/11,2,3,NYG,-2,-3,PUSH
HOU 14 @ BAL 29,10/16/11,7,7,BAL,-7,-7,BAL
CLE 17 @ OAK 24,10/16/11,3,6.5,OAK,-3,-6.5,OAK
DAL 16 @ NE 20,10/16/11,6.5,6.5,DAL,-6.5,-6.5,DAL
NO 20 @ TB 26,10/16/11,-3.5,-6,TB,3.5,6,TB
MIN 10 @ CHI 39,10/16/11,3,1,CHI,-3,-1,CHI
MIA 6 @ NYJ 24,10/17/11,6,7,NYJ,-6,-7,NYJ
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 6 Point Spreads 2010 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
SD 17 @ STL 20,10/17/10,-9.5,-9,STL,9.5,9,STL
KC 31 @ HOU 35,10/17/10,5,5,KC,-5,-5,KC
BAL 20 @ NE 23,10/17/10,2.5,3,NE,-2.5,-3,PUSH
NO 31 @ TB 6,10/17/10,-4.5,-6,NO,4.5,6,NO
ATL 17 @ PHI 31,10/17/10,3,2,PHI,-3,-2,PHI
DET 20 @ NYG 28,10/17/10,11,10,DET,-11,-10,DET
SEA 23 @ CHI 20,10/17/10,7.5,6,SEA,-7.5,-6,SEA
MIA 23 @ GB 20,10/17/10,3,3,MIA,-3,-3,MIA
CLE 10 @ PIT 28,10/17/10,13,14,PIT,-13,-14,PIT
NYJ 24 @ DEN 20,10/17/10,-3,-3,NYJ,3,3,NYJ
OAK 9 @ SF 17,10/17/10,7.5,7,SF,-7.5,-7,SF
DAL 21 @ MIN 24,10/17/10,0,2,MIN,0,-2,MIN
IND 27 @ WAS 24,10/17/10,-3,-3,PUSH,3,3,PUSH
TEN 30 @ JAC 3,10/18/10,-2.5,-3,TEN,2.5,3,TEN
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 6 Point Spreads 2009 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
KC 14 @ WAS 6,10/18/09,6,7,KC,-6,-7,KC
HOU 28 @ CIN 17,10/18/09,4,4,HOU,-4,-4,HOU
CLE 14 @ PIT 27,10/18/09,14.5,14,CLE,-14.5,-14,CLE
BAL 31 @ MIN 33,10/18/09,3,3,BAL,-3,-3,BAL
STL 20 @ JAC 23,10/18/09,11,10,STL,-11,-10,STL
NYG 27 @ NO 48,10/18/09,3,3,NO,-3,-3,NO
CAR 28 @ TB 21,10/18/09,-3,-3,CAR,3,3,CAR
DET 0 @ GB 26,10/18/09,13,14,GB,-13,-14,GB
PHI 9 @ OAK 13,10/18/09,-14.5,-14,OAK,14.5,14,OAK
ARI 27 @ SEA 3,10/18/09,2.5,3,ARI,-2.5,-3,ARI
BUF 16 @ NYJ 13,10/18/09,11,9,BUF,-11,-9,BUF
TEN 0 @ NE 59,10/18/09,10,9,NE,-10,-9,NE
CHI 14 @ ATL 21,10/18/09,3,4,ATL,-3,-4,ATL
DEN 34 @ SD 23,10/19/09,3,3,DEN,-3,-3,DEN
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 6 Point Spreads 2008 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
OAK 3 @ NO 34,10/12/08,9,7,NO,-9,-7,NO
BAL 3 @ IND 31,10/12/08,7,4,IND,-7,-4,IND
CIN 14 @ NYJ 26,10/12/08,7,10,NYJ,-7,-10,NYJ
CAR 3 @ TB 27,10/12/08,1,3,TB,-1,-3,TB
